E_z,Grouping_error,Element_ID,E_z after Grouping,Amount of Elements in Group
6122.85433352,141.03508028000488,16298,,
6121.33209479,142.5573190100049,10622,,
6119.09760012,144.79181368000536,13980,,
6115.972025860001,147.91738794000412,6855,,
6108.1389852,155.75042860000485,13233,,
6102.84229115,161.0471226500049,13429,,
6101.97664713,161.9127666700051,19667,,
6096.27846779,167.61094601000514,3727,,
6087.201589179998,176.68782462000672,9773,,
6080.754135410001,183.1352783900038,20475,,
6079.504593449999,184.3848203500056,10495,,
6077.70249098,186.18692282000484,5604,,
6070.83989935,193.0495144500046,11163,,
6063.27372347,200.61569033000524,1237,,
6062.27062952,201.61878428000546,238,,
6056.242111569999,207.64730223000606,16222,,
6048.818183119999,215.071230680006,19024,,
6048.2038842,215.68552960000488,4529,,
6032.78059284,231.10882096000478,6008,,
6025.3813737,238.50804010000502,18364,,
6024.723334659999,239.16607914000633,9917,,
6019.413960519999,244.47545328000615,17545,,
6017.601264019999,246.28814978000628,21416,,
6015.531161770001,248.35825203000422,8664,,
6009.156402749999,254.7330110500061,12342,,
6008.40309591,255.486317890005,11111,,
6003.019172279999,260.87024152000595,19749,,
6000.716600150001,263.1728136500042,18555,,
5993.77882422,270.11058958000467,19313,,
5993.1368635,270.75255030000517,12117,,
5992.48305049,271.40636331000496,7742,,
5981.53606313,282.35335067000506,9944,,
5979.340993079999,284.5484207200061,10674,,
5979.29278611,284.59662769000533,18481,,
5977.36700272,286.52241108000544,21258,,
5964.835567769999,299.05384603000584,10062,,
5960.45767978,303.431734020005,10490,,
5957.50479024,306.3846235600049,14927,,
5951.672910689999,312.21650311000576,14589,,
5951.51027771,312.379136090005,14988,,
5948.879207329999,311.3787349099948,12184,,
5943.59146834,306.0909959199953,16552,,
5941.21347745,303.71300502999566,17543,,
5935.50018227,297.99970984999527,13520,,
5927.86112501,290.3606525899959,14105,,
5926.255849770001,288.7553773499967,1043,,
5925.3686382099995,287.86816578999515,15960,,
5921.49371975,283.99324732999594,14817,,
5920.767795240001,283.2673228199965,10497,,
5920.260195649999,282.75972322999496,18639,,
5915.2701817,277.76970927999537,13008,,
5903.869648550001,266.36917612999696,19286,,
5901.92646652,264.4259940999955,2516,,
5901.62268461,264.1222121899955,22436,,
5900.057857519999,262.55738509999446,17720,,
5898.47808413,260.9776117099955,12821,,
5891.57789262,254.0774201999957,4372,,
5891.278885389999,253.77841296999486,18985,,
5889.44554017,251.94506774999536,17729,,
5885.7375807299995,248.23710830999516,14240,,
5884.325050069999,246.82457764999435,4798,,
5884.13698712,246.63651469999604,16375,,
5879.25296175,241.75248932999602,13406,,
5872.32987429,234.8294018699953,19338,,
5871.81972059,234.31924816999526,15886,,
5864.092708900001,226.59223647999625,15424,,
5848.41559079,210.91511836999598,7954,,
5843.959412279998,206.45893985999373,4065,,
5843.32499157,205.82451914999547,18229,,
5839.5846706600005,202.0841982399961,20501,,
5834.24390172,196.74342929999602,13114,,
5814.87067637,177.3702039499958,10468,,
5810.75589045,173.25541802999578,4659,,
5808.550448549999,171.04997612999432,9496,,
5806.907374729999,169.40690230999462,5179,,
5806.093216679999,168.59274425999502,22327,,
5791.153732670001,153.6532602499965,21763,,
5785.657480400001,148.1570079799967,14260,,
5783.81849942,146.3180269999957,11846,,
5781.68143704,144.1809646199954,19177,,
5768.61507744,131.1146050199959,6016,,
5764.205506400001,126.70503397999619,67,,
5763.159349580001,125.65887715999634,11787,,
5762.4685119,124.96803947999524,15837,,
5760.4836581,122.98318567999559,19200,,
5759.697487080002,122.19701465999788,4262,,
5759.627980549999,122.12750812999457,20472,,
5757.40477349,119.9043010699952,15539,,
5754.467736669999,116.96726424999451,11653,,
5747.615975760001,110.1155033399964,2714,,
5726.86287433,89.36240190999524,12086,,
5718.200171309999,80.69969888999458,9293,,
5718.094467029998,80.59399460999339,16848,,
5715.0519692299995,77.55149680999511,15533,,
5707.610392239998,70.10991981999359,11520,,
5705.25690554,67.75643311999556,15154,,
5703.473225499998,65.97275307999371,20751,,
5702.326597999999,64.82612557999437,18440,,
5701.688381459999,64.18790903999434,19134,,
5700.609033839999,63.10856141999466,19663,,
5700.12046749,62.61999506999564,13885,,
5698.810506970001,61.310034549997,21022,,
5692.54773324,55.047260819995245,21682,,
5688.075068680001,50.574596259996724,16701,,
5685.619537799999,48.119065379994936,2346,,
5681.43092733,43.930454909995206,16720,,
5680.101896179998,42.60142375999385,1971,,
5679.49873856,41.998266139995394,19174,,
5677.4883482800005,39.987875859996166,15924,,
5668.924412550001,31.42394012999648,21125,,
5665.21010295,27.709630529995593,15364,,
5658.86386948,21.363397059995805,15812,,
5655.101244449998,17.600772029994005,21365,,
5640.04089335,2.5404209299958893,12235,,
5635.1448152,2.3556572200041046,22377,,
5634.226408700002,3.274063720002232,17313,,
5633.70537035,3.7951020700047593,21121,,
5633.20976075,4.290711670004384,21544,,
5630.724556470001,6.775915950003764,18291,,
5629.17608698,8.324385440004335,10780,,
5629.13897143,8.36150099000406,17320,,
5627.51499636,9.985476060004657,13608,,
5624.52811605,12.97235637000449,16146,,
5621.28868632,16.211786100004247,21556,,
5619.78547936,17.714993060004417,21091,,
5618.36517776,19.135294660004547,2104,,
5617.14444435,20.35602807000396,1281,,
5615.20708346,22.29338896000445,21641,,
5608.046993449999,29.453478970005563,19287,,
5605.24514333,32.255329090004125,636,,
5603.6529577,33.847514720004256,5255,,
5596.156673349999,41.343799070004934,12068,,
5592.957383809998,44.543088610006635,1028,,
5592.20894084,45.29153158000463,13770,,
5590.391629470001,47.108842950003236,16344,,
5589.29610913,48.20436329000404,16288,,
5584.4984682799995,53.00200414000483,17835,,
5577.98225582,59.51821660000405,12003,,
5573.6053378900015,63.895134530002906,21374,,
5573.426563809999,64.07390861000567,13294,,
5572.650673950001,64.8497984700034,19754,,
5567.469792089999,70.03068033000545,20188,,
5564.838443559999,72.6620288600052,11750,,
5564.310175560001,73.1902968600034,9627,,
5564.06564799,73.43482443000448,20038,,
5563.46248187,74.037990550004,16073,,
5561.635207200001,75.8652652200035,10232,,
5550.648635019999,86.85183740000502,18334,,
5537.46546931,100.03500311000425,17576,,
5531.57104382,105.92942860000403,18413,,
5526.329266590002,111.17120583000269,12682,,
5523.434759499999,114.06571292000535,11021,,
5522.89736557,114.60310685000422,15617,,
5522.83607556,114.66439686000467,17963,,
5513.85655956,123.6439128600041,11980,,
5513.351033180002,124.14943924000272,19190,,
5512.378613040001,125.12185938000312,14523,,
5512.007694900001,125.49277752000307,19029,,
5511.0109753,126.48949712000467,4496,,
5505.260493920001,132.23997850000342,22408,,
5503.252097569999,134.24837485000535,6867,,
5502.267556399999,135.23291602000518,21903,,
5500.27884505,137.22162737000417,15046,,
5498.370841240001,139.12963118000334,19893,,
5494.48390798,143.016564440004,12610,,
5488.76257373,148.73789869000393,19735,,
5487.91282649,149.58764593000433,6114,,
5477.389627570001,160.11084485000356,12913,,
5473.75541163,163.74506079000457,17744,,
5470.547021119998,166.95345130000624,20228,,
5467.05816916,170.44230326000434,22533,,
5465.03728151,172.4631909100044,13629,,
5461.87700056,175.62347186000443,14889,,
5457.092270009999,180.4082024100053,5075,,
5454.32129427,183.1791781500042,16451,,
5452.87813873,184.62233369000478,17562,,
5447.071686450002,190.42878597000254,19186,,
5438.964724399998,198.5357480200064,17413,,
5431.64176191,205.85871051000413,18579,,
5421.057198269999,216.44327415000498,18326,,
5419.023804529998,218.47666789000596,16140,,
5414.556842759999,222.94362966000517,12242,,
5413.054142319999,224.44633010000507,13956,,
5412.99721752,224.50325490000432,17844,,
5412.33941819,225.16105423000408,11120,,
5411.47424667,226.02622575000441,611,,
5405.50178867,231.9986837500046,10417,,
5401.93220388,235.56826854000428,10461,,
5401.5612565500005,235.93921587000386,12295,,
5398.442899270001,239.057573150003,11828,,
5392.047346999999,245.45312542000556,17554,,
5388.176951039999,249.32352138000533,16782,,
5387.9827803299995,249.51769209000486,14804,,
5380.57978205,256.9206903700042,22589,,
5370.43359556,267.0668768600044,16595,,
5367.92438573,269.57608669000456,11634,,
5365.82272001,271.67775241000436,19336,,
5363.658800990001,273.84167143000377,18213,,
5362.339953740001,275.1605186800034,16408,,
5362.33808153,275.16239089000464,19250,,
5360.601447419999,276.89902500000517,18273,,
5359.4611812699995,278.03929115000483,13488,,
5349.46267389,275.7122487119959,13974,,
5347.99107886,274.24065368199626,12338,,
5346.36225801,272.61183283199625,612,,
5343.252882479999,269.5024573019955,21316,,
5341.88742409,268.13699891199667,19865,,
5337.886682700002,264.13625752199823,17092,,
5333.78716784,260.03674266199596,17588,,
5332.5250579799995,258.7746328019957,4644,,
5327.264699310001,253.5142741319969,19173,,
5318.22419663,244.47377145199607,19538,,
5315.579975110001,241.82954993199746,18774,,
5313.87052978,240.120104601996,5962,,
5304.5143446,230.76391942199643,14235,,
5302.696364479999,228.94593930199517,9805,,
5301.66602337,227.91559819199665,12341,,
5297.41176909,223.66134391199648,5119,,
5295.397438780001,221.64701360199706,18779,,
5294.536311739998,220.78588656199463,20698,,
5293.198763550001,219.44833837199712,21001,,
5291.92926336,218.17883818199607,9991,,
5290.51411781,216.7636926319965,18624,,
5282.437016189999,208.686591011995,22491,,
5276.70193628,202.9515111019964,18350,,
5274.837243849999,201.0868186719954,17142,,
5273.591107399999,199.84068222199494,22365,,
5270.22451548,196.4740903019965,17070,,
5264.904354970001,191.15392979199714,10245,,
5261.306804359999,187.556379181995,719,,
5258.07430647,184.32388129199626,4563,,
5257.54915871,183.79873353199582,16065,,
5254.300211260001,180.5497860819969,16168,,
5254.2056767700005,180.45525159199678,18577,,
5254.05344211,180.30301693199635,18656,,
5253.34543556,179.59501038199596,18069,,
5250.246332260001,176.49590708199685,18057,,
5246.327258369999,172.57683319199532,20871,,
5244.86589088,171.11546570199607,17116,,
5244.826833380001,171.07640820199686,18158,,
5241.9230724200015,168.17264724199777,324,,
5241.138963220001,167.38853804199698,15695,,
5235.06776152,161.31733634199645,9576,,
5232.63909477,158.8886695919964,16968,,
5228.20344478,154.45301960199595,5449,,
5220.6140736399975,146.86364846199376,13211,,
5217.26052828,143.5101031019958,18461,,
5216.161734050001,142.41130887199688,15753,,
5215.785082370001,142.0346571919972,15160,,
5213.70592171,139.9554965319967,16594,,
5209.70338486,135.95295968199662,16436,,
5206.54957951,132.79915433199585,15496,,
5204.51679561,130.76637043199662,4673,,
5199.29184032,125.54141514199637,20007,,
5198.12827625,124.3778510719967,14196,,
5197.227253260001,123.47682808199716,20790,,
5182.16597264,108.41554746199654,12447,,
5178.235152170002,104.48472699199829,19383,,
5170.518734780002,96.76830960199823,13137,,
5169.77289049,96.0224653119958,18008,,
5167.725375060001,93.97494988199742,21225,,
5163.8520217,90.10159652199582,19678,,
5163.632627269999,89.88220209199517,5021,,
5155.55052812,81.80010294199656,11946,,
5147.24740381,73.49697863199617,5852,,
5141.08167506,67.33124988199597,15942,,
5141.07588051,67.32545533199664,13997,,
5137.599180070001,63.84875489199749,22712,,
5137.20677399,63.45634881199658,4893,,
5135.9195346,62.16910942199593,13037,,
5134.788052969999,61.037627791994964,13461,,
5129.924674910003,56.174249731999225,19345,,
5129.817793100001,56.067367921997175,22479,,
5129.63046711,55.88004193199595,8340,,
5129.218504960001,55.4680797819974,10849,,
5127.76204545,54.011620271996435,20442,,
5125.550320990001,51.799895811996976,19098,,
5124.05723812,50.30681294199621,12148,,
5123.00194285,49.251517671996226,20998,,
5122.73480007,48.984374891996595,3131,,
5122.016317209999,48.26589203199546,16967,,
5120.098294440001,46.3478692619974,18989,,
5118.85921078,45.108785601995805,18547,,
5116.94546876,43.19504358199629,17737,,
5115.156308750001,41.40588357199704,13941,,
5110.452986380001,36.702561201997014,19437,,
5108.97909796,35.228672781996465,5875,,
5098.958825410001,25.208400231997075,17719,,
5098.38356997,24.63314479199653,7894,,
5092.20370052,18.453275341996232,11400,,
5080.850430300001,7.100005121997128,17936,,
5076.6240143,2.8735891219967016,18242,,
5075.977770210002,2.227345031998084,6334,,
5068.24528494,5.50514023800406,9418,,
5067.04651092,6.703914258003351,15100,,
5066.753940810001,6.996484368002712,16646,,
5063.79364936,9.956775818003734,12989,,
5062.68590636,11.064518818003307,13485,,
5061.052347779999,12.698077398004898,12709,,
5057.611382260001,16.139042918002815,22741,,
5052.74541794,21.0050072380036,2545,,
5051.36859981,22.381825368003774,15547,,
5051.31724882,22.433176358003948,22561,,
5050.64725284,23.103172338003787,18874,,
5047.71913904,26.031286138003452,2778,,
5045.934130040001,27.816295138002715,18302,,
5043.56427134,30.18615383800352,10737,,
5042.446745049999,31.303680128005,16816,,
5039.10958094,34.64084423800341,3756,,
5035.7284494,38.02197577800416,8375,,
5027.477993659999,46.27243151800485,16694,,
5025.901612600001,47.84881257800316,12365,,
5023.394035529999,50.35638964800455,10328,,
5022.785021569999,50.965403608004635,15048,,
5021.65520147,52.09522370800369,16292,,
5021.00350585,52.74691932800397,21235,,
5018.0285945000005,55.72183067800324,21393,,
5017.828139799999,55.922285378004744,20566,,
5017.6831349,56.067290278003384,17445,,
5015.57878094,58.171644238003864,13782,,
5014.62913625,59.121288928004105,13753,,
5014.2640902799985,59.486334898005225,765,,
5012.902792420001,60.847632758002874,14530,,
5010.56481422,63.18561095800396,2785,,
5010.298507629998,63.45191754800544,22374,,
5005.59505957,68.1553656080041,13502,,
5004.504611659999,69.24581351800498,14397,,
5001.83912317,71.91130200800399,15989,,
5001.05770997,72.69271520800339,12418,,
4995.46293519,78.28748998800347,18698,,
4994.519750400001,79.23067477800305,19049,,
4991.72526009,82.02516508800363,17690,,
4989.51824807,84.23217710800418,19001,,
4985.36584965,88.38457552800355,12054,,
4971.82297208,101.92745309800375,17003,,
4966.93465365,106.815771528004,16876,,
4966.662927689999,107.08749748800437,16578,,
4966.2486002800015,107.50182489800227,15058,,
4966.01994485,107.73048032800398,16713,,
4965.724787460001,108.02563771800305,4608,,
4963.051007089998,110.69941808800559,19169,,
4962.68301451,111.0674106680035,22592,,
4957.239829899998,116.5105952780059,8638,,
4947.326934950001,126.42349022800317,13083,,
4946.47054838,127.2798767980039,17627,,
4946.122624599998,127.62780057800592,13351,,
4945.531531170001,128.2188940080032,12240,,
4942.88045595,130.86996922800336,20128,,
4941.957441630001,131.79298354800267,13003,,
4940.53724051,133.21318466800403,8654,,
4936.745001820002,137.0054233580022,13323,,
4931.821511459999,141.92891371800488,11914,,
4927.84074402,145.90968115800388,18127,,
4927.751387800002,145.99903737800196,20570,,
4926.371588780001,147.37883639800293,2590,,
4926.16449607,147.58592910800417,14133,,
4925.51224546,148.23817971800418,10570,,
4925.185257969999,148.56516720800482,18562,,
4923.019320259999,150.73110491800435,7413,,
4922.9500838700005,150.80034130800323,19904,,
4919.1360233800015,154.6144017980023,19325,,
4915.15011307,158.6003121080039,14007,,
4914.08496857,159.6654566080042,15378,,
4913.135565070001,160.61486010800309,7067,,
4912.26581757,161.4846076080039,20384,,
4910.89650916,162.85391601800347,22242,,
4910.405544650001,163.34488052800316,11217,,
4906.53413668,167.21628849800345,13236,,
4904.46621326,169.28421191800408,4823,,
4904.043303930001,169.7071212480032,16468,,
4903.69955221,170.05087296800411,9761,,
4902.698180970001,171.05224420800278,20281,,
4901.55120036,172.19922481800404,14006,,
4901.24122842,172.50919675800378,10648,,
4898.867539070002,174.8828861080019,13263,,
4898.6010337299995,175.14939144800428,9659,,
4898.19864122,175.5517839580034,7767,,
4896.17281608,177.57760909800345,7724,,
4895.925539209999,177.8248859680043,19400,,
4894.5563807399985,179.19404443800522,13184,,
4894.051332189998,179.69909298800576,11382,,
4892.312017420001,181.43840775800254,8444,,
4891.44247812,182.30794705800417,10857,,
4888.262680169999,185.48774500800482,16885,,
4886.56696758,187.18345759800377,18699,,
4883.701606170001,190.0488190080032,16677,,
4883.43414652,190.3162786580042,11295,,
4882.02905747,191.72136770800353,14670,,
4881.94946375,191.80096142800357,8681,,
4881.87687292,191.87355225800366,10536,,
4877.943857569998,195.80656760800593,13721,,
4873.86912559,199.88129958800346,21327,,
4872.146261089998,201.60416408800575,8469,,
4868.798039849999,204.9523853280043,15677,,
4868.75402161,204.9964035680041,19031,,
4867.8170838,205.93334137800412,21336,,
4862.038220390002,211.71220478800205,16318,,
4859.924002109999,213.82642306800517,15762,,
4857.705551140001,216.0448740380025,9898,,
4856.86460777,216.8858174080042,11269,,
4851.7425254400005,222.0078997380033,19855,,
4850.30342381,223.44700136800384,18575,,
4849.29805696,224.45236821800336,17458,,
4841.44685527,232.30356990800374,15949,,
4840.77649164,232.97393353800362,16932,,
4838.47756871,235.27285646800374,3306,,
4837.84911136,235.90131381800347,19836,,
4835.89953388,237.85089129800417,13154,,
4830.882544970001,242.86788020800304,2833,,
4828.21313719,245.5372879880033,1567,,
4826.12365144,247.62677373800398,15810,,
4822.83917148,250.91125369800375,13617,,
4822.83658432,250.91384085800382,15270,,
4821.52660481,252.22382036800354,18907,,
