E_z,New E_z,Grouping_error,Element_ID,E_z after Grouping,Amount of Elements in Group
6495.8048481099995,5932.59043127482,563.2144168351797,4225,,
6484.468134330001,5932.59043127482,551.877703055181,11562,,
6482.806415079999,5932.59043127482,550.2159838051793,17766,,
6461.147509359998,5932.59043127482,528.5570780851785,20782,,
6456.297829029998,5932.59043127482,523.7073977551781,17887,,
6439.82269933,5932.59043127482,507.2322680551806,7106,,
6439.57607799,5932.59043127482,506.98564671518034,4559,,
6423.14908084,5932.59043127482,490.55864956518053,4051,,
6416.420594919999,5932.59043127482,483.8301636451788,19551,,
6405.20111319,5932.59043127482,472.61068191518007,17466,,
6404.942436210002,5932.59043127482,472.35200493518187,8512,,
6404.590401059997,5932.59043127482,471.9999697851772,4839,,
6389.64378129,5932.59043127482,457.0533500151805,14295,,
6374.3540108900015,5932.59043127482,441.7635796151817,17792,,
6366.9761159,5932.59043127482,434.38568462518015,9342,,
6350.44348367,5932.59043127482,417.8530523951804,16215,,
6344.525395509999,5932.59043127482,411.934964235179,11044,,
6326.459345559998,5932.59043127482,393.8689142851781,17854,,
6305.07455524,5932.59043127482,372.4841239651805,19341,,
6302.344812769998,5932.59043127482,369.75438149517777,6923,,
6301.730059599999,5932.59043127482,369.1396283251788,16571,,
6300.652242569998,5932.59043127482,368.0618112951779,2659,,
6271.95928655,5932.59043127482,339.36885527518007,4320,,
6266.70794144,5932.59043127482,334.11751016517974,14437,,
6265.12107296,5932.59043127482,332.53064168517994,4522,,
6263.18228224,5932.59043127482,330.59185096518013,20265,,
6257.611466279998,5932.59043127482,325.0210350051784,18979,,
6257.585109119999,5932.59043127482,324.99467784517947,834,,
6254.8552319,5932.59043127482,322.2648006251802,19209,,
6250.49488575,5932.59043127482,317.9044544751805,21054,,
6245.211296550001,5932.59043127482,312.62086527518113,20193,,
6242.3935410899985,5932.59043127482,309.8031098151787,15090,,
6235.25805586,5932.59043127482,302.6676245851804,6154,,
6227.155621939999,5932.59043127482,294.5651906651792,10976,,
6225.769383749999,5932.59043127482,293.17895247517936,18269,,
6201.521496770002,5932.59043127482,268.93106549518234,9489,,
6195.14083121,5932.59043127482,262.5503999351804,17441,,
6193.44588624,5932.59043127482,260.8554549651799,11448,,
6176.819868300001,5932.59043127482,244.22943702518114,22438,,
6174.941308300001,5932.59043127482,242.35087702518103,13486,,
6171.236482340001,5932.59043127482,238.64605106518138,16776,,
6167.825857849998,5932.59043127482,235.23542657517828,21063,,
6161.750340850001,5932.59043127482,229.1599095751808,1234,,
6160.46819543,5932.59043127482,227.87776415518056,21764,,
6155.0178888300015,5932.59043127482,222.42745755518172,1358,,
6145.84921995,5932.59043127482,213.25878867517986,16697,,
6145.577451129999,5932.59043127482,212.98701985517891,4936,,
6127.600359189999,5932.59043127482,195.0099279151791,19709,,
6125.075667330001,5932.59043127482,192.4852360551813,15656,,
6122.85433352,5932.59043127482,190.26390224518036,16298,,
6121.33209479,5932.59043127482,188.74166351518033,10622,,
6119.09760012,5932.59043127482,186.50716884517988,13980,,
6115.972025860001,5932.59043127482,183.38159458518112,6855,,
6108.1389852,5932.59043127482,175.54855392518039,13233,,
6102.84229115,5932.59043127482,170.25185987518034,13429,,
6101.97664713,5932.59043127482,169.38621585518013,19667,,
6096.27846779,5932.59043127482,163.6880365151801,3727,,
6087.201589179998,5932.59043127482,154.61115790517852,9773,,
6080.754135410001,5932.59043127482,148.16370413518143,20475,,
6079.504593449999,5932.59043127482,146.91416217517963,10495,,
6077.70249098,5932.59043127482,145.1120597051804,5604,,
6070.83989935,5932.59043127482,138.24946807518063,11163,,
6063.27372347,5932.59043127482,130.68329219518,1237,,
6062.27062952,5932.59043127482,129.68019824517978,238,,
6056.242111569999,5932.59043127482,123.65168029517918,16222,,
6048.818183119999,5932.59043127482,116.22775184517923,19024,,
6048.2038842,5932.59043127482,115.61345292518035,4529,,
6032.78059284,5932.59043127482,100.19016156518046,6008,,
6025.3813737,5932.59043127482,92.79094242518022,18364,,
6024.723334659999,5932.59043127482,92.1329033851789,9917,,
6019.413960519999,5932.59043127482,86.82352924517909,17545,,
6017.601264019999,5932.59043127482,85.01083274517896,21416,,
6015.531161770001,5932.59043127482,82.94073049518101,8664,,
6009.156402749999,5932.59043127482,76.56597147517914,12342,,
6008.40309591,5932.59043127482,75.81266463518023,11111,,
6003.019172279999,5932.59043127482,70.42874100517929,19749,,
6000.716600150001,5932.59043127482,68.12616887518107,18555,,
5993.77882422,5932.59043127482,61.18839294518057,19313,,
5993.1368635,5932.59043127482,60.54643222518007,12117,,
5992.48305049,5932.59043127482,59.892619215180275,7742,,
5981.53606313,5932.59043127482,48.94563185518018,9944,,
5979.340993079999,5932.59043127482,46.75056180517913,10674,,
5979.29278611,5932.59043127482,46.702354835179904,18481,,
5977.36700272,5932.59043127482,44.7765714451798,21258,,
5964.835567769999,5932.59043127482,32.245136495179395,10062,,
5960.45767978,5932.59043127482,27.867248505180214,10490,,
5957.50479024,5932.59043127482,24.914358965180327,14927,,
5951.672910689999,5932.59043127482,19.082479415179478,14589,,
5951.51027771,5932.59043127482,18.91984643518026,14988,,
5948.879207329999,5932.59043127482,16.28877605517937,12184,,
5943.59146834,5932.59043127482,11.001037065179844,16552,,
5941.21347745,5932.59043127482,8.623046175180207,17543,,
5935.50018227,5932.59043127482,2.90975099517982,13520,,
5927.86112501,5932.59043127482,4.72930626481957,14105,,
5926.255849770001,5932.59043127482,6.334581504818743,1043,,
5925.3686382099995,5932.59043127482,7.221793064820304,15960,,
5921.49371975,5932.59043127482,11.096711524819511,14817,,
5920.767795240001,5932.59043127482,11.82263603481897,10497,,
5920.260195649999,5932.59043127482,12.330235624820489,18639,,
5915.2701817,5932.59043127482,17.32024957482008,13008,,
5903.869648550001,5932.59043127482,28.72078272481849,19286,,
5901.92646652,5932.59043127482,30.663964754819972,2516,,
5901.62268461,5932.59043127482,30.96774666481997,22436,,
5900.057857519999,5932.59043127482,32.53257375482099,17720,,
5898.47808413,5932.59043127482,34.11234714481998,12821,,
5891.57789262,5932.59043127482,41.012538654819764,4372,,
5891.278885389999,5932.59043127482,41.31154588482059,18985,,
5889.44554017,5932.59043127482,43.14489110482009,17729,,
5885.7375807299995,5932.59043127482,46.852850544820285,14240,,
5884.325050069999,5932.59043127482,48.2653812048211,4798,,
5884.13698712,5932.59043127482,48.45344415481941,16375,,
5879.25296175,5932.59043127482,53.337469524819426,13406,,
5872.32987429,5932.59043127482,60.26055698482014,19338,,
5871.81972059,5932.59043127482,60.77071068482019,15886,,
5864.092708900001,5932.59043127482,68.4977223748192,15424,,
5848.41559079,5932.59043127482,84.17484048481947,7954,,
5843.959412279998,5932.59043127482,88.63101899482172,4065,,
5843.32499157,5932.59043127482,89.26543970481998,18229,,
5839.5846706600005,5932.59043127482,93.00576061481934,20501,,
5834.24390172,5932.59043127482,98.34652955481943,13114,,
5814.87067637,5932.59043127482,117.71975490481964,10468,,
5810.75589045,5932.59043127482,121.83454082481967,4659,,
5808.550448549999,5932.59043127482,124.03998272482113,9496,,
5806.907374729999,5932.59043127482,125.68305654482083,5179,,
5806.093216679999,5932.59043127482,126.49721459482043,22327,,
5791.153732670001,5932.59043127482,141.43669860481896,21763,,
5785.657480400001,5932.59043127482,146.93295087481874,14260,,
5783.81849942,5932.59043127482,148.77193185481974,11846,,
5781.68143704,5932.59043127482,150.90899423482006,19177,,
5768.61507744,5932.59043127482,163.97535383481954,6016,,
5764.205506400001,5932.59043127482,168.38492487481926,67,,
5763.159349580001,5932.59043127482,169.4310816948191,11787,,
5762.4685119,5932.59043127482,170.1219193748202,15837,,
5760.4836581,5932.59043127482,172.10677317481986,19200,,
5759.697487080002,5932.59043127482,172.89294419481757,4262,,
5759.627980549999,5932.59043127482,172.96245072482088,20472,,
5757.40477349,5932.59043127482,175.18565778482025,15539,,
5754.467736669999,5932.59043127482,178.12269460482094,11653,,
5747.615975760001,5932.59043127482,184.97445551481906,2714,,
5726.86287433,5932.59043127482,205.7275569448202,12086,,
5718.200171309999,5932.59043127482,214.39025996482087,9293,,
5718.094467029998,5932.59043127482,214.49596424482206,16848,,
5715.0519692299995,5932.59043127482,217.53846204482033,15533,,
5707.610392239998,5932.59043127482,224.98003903482186,11520,,
5705.25690554,5932.59043127482,227.3335257348199,15154,,
5703.473225499998,5932.59043127482,229.11720577482174,20751,,
5702.326597999999,5932.59043127482,230.26383327482108,18440,,
5701.688381459999,5932.59043127482,230.9020498148211,19134,,
5700.609033839999,5932.59043127482,231.9813974348208,19663,,
5700.12046749,5932.59043127482,232.4699637848198,13885,,
5698.810506970001,5932.59043127482,233.77992430481845,21022,,
5692.54773324,5932.59043127482,240.0426980348202,21682,,
5688.075068680001,5932.59043127482,244.51536259481873,16701,,
5685.619537799999,5932.59043127482,246.9708934748205,2346,,
5681.43092733,5932.59043127482,251.15950394482024,16720,,
5680.101896179998,5932.59043127482,252.4885350948216,1971,,
5679.49873856,5932.59043127482,253.09169271482006,19174,,
5677.4883482800005,5932.59043127482,255.10208299481928,15924,,
5668.924412550001,5932.59043127482,263.66601872481897,21125,,
5665.21010295,5932.59043127482,267.38032832481986,15364,,
5658.86386948,5932.59043127482,273.72656179481965,15812,,
5655.101244449998,5932.59043127482,277.48918682482145,21365,,
5640.04089335,5932.59043127482,292.54953792481956,12235,,
5635.1448152,5932.59043127482,297.44561607481955,22377,,
5634.226408700002,5932.59043127482,298.3640225748177,17313,,
5633.70537035,5932.59043127482,298.8850609248202,21121,,
5633.20976075,5932.59043127482,299.38067052481983,21544,,
5630.724556470001,5932.59043127482,301.8658748048192,18291,,
5629.17608698,5932.59043127482,303.4143442948198,10780,,
5629.13897143,5932.59043127482,303.4514598448195,17320,,
5627.51499636,5932.59043127482,305.0754349148201,13608,,
5624.52811605,5932.59043127482,308.06231522481994,16146,,
5621.28868632,5932.59043127482,311.3017449548197,21556,,
5619.78547936,5932.59043127482,312.80495191481987,21091,,
5618.36517776,5932.59043127482,314.22525351482,2104,,
5617.14444435,5932.59043127482,315.4459869248194,1281,,
5615.20708346,5932.59043127482,317.3833478148199,21641,,
5608.046993449999,5932.59043127482,324.543437824821,19287,,
5605.24514333,5932.59043127482,327.3452879448196,636,,
5603.6529577,5932.59043127482,328.9374735748197,5255,,
5596.156673349999,5932.59043127482,336.4337579248204,12068,,
5592.957383809998,5932.59043127482,339.6330474648221,1028,,
5592.20894084,5932.59043127482,340.3814904348201,13770,,
5590.391629470001,5932.59043127482,342.1988018048187,16344,,
5589.29610913,5932.59043127482,343.2943221448195,16288,,
5584.4984682799995,5932.59043127482,348.0919629948203,17835,,
5577.98225582,5932.59043127482,354.6081754548195,12003,,
5573.6053378900015,5932.59043127482,358.98509338481836,21374,,
5573.426563809999,5932.59043127482,359.1638674648211,13294,,
5572.650673950001,5932.59043127482,359.93975732481886,19754,,
5567.469792089999,5932.59043127482,365.1206391848209,20188,,
5564.838443559999,5932.59043127482,367.75198771482064,11750,,
5564.310175560001,5932.59043127482,368.28025571481885,9627,,
5564.06564799,5932.59043127482,368.52478328481993,20038,,
5563.46248187,5932.59043127482,369.12794940481945,16073,,
5561.635207200001,5932.59043127482,370.95522407481894,10232,,
5550.648635019999,5932.59043127482,381.9417962548205,18334,,
5537.46546931,5932.59043127482,395.1249619648197,17576,,
5531.57104382,5932.59043127482,401.0193874548195,18413,,
5526.329266590002,5932.59043127482,406.26116468481814,12682,,
5523.434759499999,5932.59043127482,409.1556717748208,11021,,
5522.89736557,5932.59043127482,409.6930657048197,15617,,
5522.83607556,5932.59043127482,409.7543557148201,17963,,
5513.85655956,5932.59043127482,418.73387171481954,11980,,
5513.351033180002,5932.59043127482,419.23939809481817,19190,,
5512.378613040001,5932.59043127482,420.21181823481857,14523,,
5512.007694900001,5932.59043127482,420.5827363748185,19029,,
5511.0109753,5932.59043127482,421.5794559748201,4496,,
5505.260493920001,5932.59043127482,427.32993735481887,22408,,
5503.252097569999,5932.59043127482,429.3383337048208,6867,,
5502.267556399999,5932.59043127482,430.3228748748206,21903,,
5500.27884505,5932.59043127482,432.3115862248196,15046,,
5498.370841240001,5932.59043127482,434.2195900348188,19893,,
5494.48390798,5932.59043127482,438.10652329481945,12610,,
5488.76257373,5932.59043127482,443.8278575448194,19735,,
5487.91282649,5932.59043127482,444.6776047848198,6114,,
5477.389627570001,5932.59043127482,455.200803704819,12913,,
5473.75541163,5932.59043127482,458.83501964482,17744,,
5470.547021119998,5932.59043127482,462.0434101548217,20228,,
5467.05816916,5932.59043127482,465.5322621148198,22533,,
5465.03728151,5932.59043127482,467.55314976481986,13629,,
5461.87700056,5932.59043127482,470.7134307148199,14889,,
5457.092270009999,5932.59043127482,475.49816126482074,5075,,
5454.32129427,5932.59043127482,478.26913700481964,16451,,
5452.87813873,5932.59043127482,479.71229254482023,17562,,
5447.071686450002,5932.59043127482,485.518744824818,19186,,
5438.964724399998,5932.59043127482,493.62570687482184,17413,,
5431.64176191,5932.59043127482,500.9486693648196,18579,,
5421.057198269999,5932.59043127482,511.53323300482043,18326,,
5419.023804529998,5932.59043127482,513.5666267448214,16140,,
5414.556842759999,5932.59043127482,518.0335885148206,12242,,
5413.054142319999,5932.59043127482,519.5362889548205,13956,,
5412.99721752,5932.59043127482,519.5932137548198,17844,,
5412.33941819,5932.59043127482,520.2510130848195,11120,,
5411.47424667,5932.59043127482,521.1161846048199,611,,
5405.50178867,5932.59043127482,527.08864260482,10417,,
5401.93220388,5932.59043127482,530.6582273948197,10461,,
5401.5612565500005,5932.59043127482,531.0291747248193,12295,,
5398.442899270001,5932.59043127482,534.1475320048185,11828,,
5392.047346999999,5932.59043127482,540.543084274821,17554,,
5388.176951039999,5932.59043127482,544.4134802348208,16782,,
5387.9827803299995,5932.59043127482,544.6076509448203,14804,,
5380.57978205,5932.59043127482,552.0106492248196,22589,,
5370.43359556,5932.59043127482,562.1568357148199,16595,,
5367.92438573,5932.59043127482,564.66604554482,11634,,
5365.82272001,5932.59043127482,566.7677112648198,19336,,
5363.658800990001,5932.59043127482,568.9316302848192,18213,,
5362.339953740001,5932.59043127482,570.2504775348189,16408,,
5362.33808153,5932.59043127482,570.2523497448201,19250,,
5360.601447419999,5932.59043127482,571.9889838548206,18273,,
5359.4611812699995,5932.59043127482,573.1292500048203,13488,,
5349.46267389,5932.59043127482,583.1277573848201,13974,,
5347.99107886,5932.59043127482,584.5993524148198,12338,,
5346.36225801,5932.59043127482,586.2281732648198,612,,
5343.252882479999,5932.59043127482,589.3375487948206,21316,,
5341.88742409,5932.59043127482,590.7030071848194,19865,,
5337.886682700002,5932.59043127482,594.7037485748178,17092,,
5333.78716784,5932.59043127482,598.8032634348201,17588,,
5332.5250579799995,5932.59043127482,600.0653732948203,4644,,
5327.264699310001,5932.59043127482,605.3257319648192,19173,,
5318.22419663,5932.59043127482,614.36623464482,19538,,
5315.579975110001,4698.769792363159,616.8101827468427,18774,,
5313.87052978,4698.769792363159,615.1007374168412,5962,,
5304.5143446,4698.769792363159,605.7445522368416,14235,,
5302.696364479999,4698.769792363159,603.9265721168404,9805,,
5301.66602337,4698.769792363159,602.8962310068418,12341,,
5297.41176909,4698.769792363159,598.6419767268417,5119,,
5295.397438780001,4698.769792363159,596.6276464168423,18779,,
5294.536311739998,4698.769792363159,595.7665193768398,20698,,
5293.198763550001,4698.769792363159,594.4289711868423,21001,,
5291.92926336,4698.769792363159,593.1594709968413,9991,,
5290.51411781,4698.769792363159,591.7443254468417,18624,,
5282.437016189999,4698.769792363159,583.6672238268402,22491,,
5276.70193628,4698.769792363159,577.9321439168416,18350,,
5274.837243849999,4698.769792363159,576.0674514868406,17142,,
5273.591107399999,4698.769792363159,574.8213150368401,22365,,
5270.22451548,4698.769792363159,571.4547231168417,17070,,
5264.904354970001,4698.769792363159,566.1345626068423,10245,,
5261.306804359999,4698.769792363159,562.5370119968402,719,,
5258.07430647,4698.769792363159,559.3045141068415,4563,,
5257.54915871,4698.769792363159,558.779366346841,16065,,
5254.300211260001,4698.769792363159,555.5304188968421,16168,,
5254.2056767700005,4698.769792363159,555.435884406842,18577,,
5254.05344211,4698.769792363159,555.2836497468415,18656,,
5253.34543556,4698.769792363159,554.5756431968412,18069,,
5250.246332260001,4698.769792363159,551.476539896842,18057,,
5246.327258369999,4698.769792363159,547.5574660068405,20871,,
5244.86589088,4698.769792363159,546.0960985168413,17116,,
5244.826833380001,4698.769792363159,546.057041016842,18158,,
5241.9230724200015,4698.769792363159,543.153280056843,324,,
5241.138963220001,4698.769792363159,542.3691708568422,15695,,
5235.06776152,4698.769792363159,536.2979691568416,9576,,
5232.63909477,4698.769792363159,533.8693024068416,16968,,
5228.20344478,4698.769792363159,529.4336524168411,5449,,
5220.6140736399975,4698.769792363159,521.844281276839,13211,,
5217.26052828,4698.769792363159,518.490735916841,18461,,
5216.161734050001,4698.769792363159,517.3919416868421,15753,,
